fiscal_year,ssa,person_orcid,first_name,middle_name,last_name,proposal_role,affiliation_uei,affiliation_name,factor1_assessment,factor2_assessment,factor3_assessment,factor4_assessment,person_overall_assessment,multiple_mitigation,mitigation_explanation_person,mitigation_strategy_proposal,mitigation_explanation_proposal,proposal_number,opportunity_number,proposal_title,submitting_entity_uei,submitting_entity_name,review_type,reviewing_component,reviewing_subcomponent,assessment_state,approved_date,review_notes,mitigation_status,award_type,award_state,fain,awarded_date,award_pop_start,award_pop_end,proposal_files,person_files,review_files
2025,SSA-research,1821-4676-2980-7386,Patricia,,Moore,PI,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,,,"Cessation, Increased Reporting",analysis research integration solutions integration development integration synergy optimization optimization.,87505160,OPP-046740,Advanced cohesive hardware Project,P0BJREZAN0YF,Stark Industries,Initial,NGA,I2O,Draft,6/10/2025 6:52,iqEwgDLWNTCFKAAbJMsGnbUGJtTSPRZSjzYOJPzXQbFZjWOYSCUGWjfcmGEEuTwEgosRMFeEB TuxBqPRAQhasRcIfVuNZsMOLGcpoyJXsSWnWmCxHMgIKnovIHm TqXkUwGqceZVwhvNRzMhB,Complete,Other,Declined,,,,5/2/2020 19:05,proposal_87505160.pdf,person_Moore.pdf,review_87505160.docx
2025,SSA-research,6011-3541-8756-9276,John,,Anderson,Consultant,4K0AW4066EK0,Virtucon,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,"Cessation, Increased Reporting",innovation synergy research solutions innovation research optimization innovation research synergy deployment integration deployment.,"Cessation, Increased Reporting",analysis research integration solutions integration development integration synergy optimization optimization.,87505160,OPP-046740,Advanced cohesive hardware Project,P0BJREZAN0YF,Stark Industries,Initial,NGA,I2O,Draft,6/10/2025 6:52,iqEwgDLWNTCFKAAbJMsGnbUGJtTSPRZSjzYOJPzXQbFZjWOYSCUGWjfcmGEEuTwEgosRMFeEB TuxBqPRAQhasRcIfVuNZsMOLGcpoyJXsSWnWmCxHMgIKnovIHm TqXkUwGqceZVwhvNRzMhB,Complete,Other,Declined,,,,5/2/2020 19:05,proposal_87505160.pdf,person_Anderson.pdf,review_87505160.docx
2023,SSA-integration,4162-7428-4491-5919,Peter,,Brown,Student,95C7CBF2RFOV,Acme Corp,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,"Cessation, Increased Reporting",innovation innovation development solutions analysis analysis synergy optimization.,Threat Briefs,synergy synergy research deployment synergy solutions research development development solutions research development synergy strategy deployment.,36091995,OPP-517205,Configurable value-added system engine Project,95C7CBF2RFOV,Acme Corp,Initial,USA,I2O,Draft,8/18/2021 10:22,,Complete,Other Transaction Authority,Declined,,,6/9/2023 10:23,12/13/2024 2:18,proposal_36091995.pdf,person_Brown.pdf,review_36091995.docx
2023,SSA-integration,2782-3604-1777-7406,Patricia,Michael,Taylor,Co-PI,4K0AW4066EK0,Virtucon,Mitigation Measures Required,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,"Cessation, Increased Reporting",research strategy deployment optimization integration integration synergy innovation research deployment innovation innovation.,Threat Briefs,synergy synergy research deployment synergy solutions research development development solutions research development synergy strategy deployment.,36091995,OPP-517205,Configurable value-added system engine Project,95C7CBF2RFOV,Acme Corp,Initial,USA,I2O,Draft,8/18/2021 10:22,,Complete,Other Transaction Authority,Declined,,,6/9/2023 10:23,12/13/2024 2:18,proposal_36091995.pdf,person_Taylor.pdf,review_36091995.docx
2023,SSA-integration,7902-9517-3520-2799,Linda,,Smith,Consultant,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,Prohibited Factors,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,Threat Briefs,research optimization integration innovation innovation.,Threat Briefs,synergy synergy research deployment synergy solutions research development development solutions research development synergy strategy deployment.,36091995,OPP-517205,Configurable value-added system engine Project,95C7CBF2RFOV,Acme Corp,Initial,USA,I2O,Draft,8/18/2021 10:22,,Complete,Other Transaction Authority,Declined,,,6/9/2023 10:23,12/13/2024 2:18,proposal_36091995.pdf,person_Smith.pdf,review_36091995.docx
2025,SSA-development,2718-8439-2632-4495,Robert,,Jones,Collaborator,P0BJREZAN0YF,Stark Industries,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Prohibited Factors,,solutions innovation solutions solutions research strategy research strategy.,,,75346114,OPP-475058,Adaptive modular solution Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DHA,I2O,Canceled,4/22/2025 19:28,oGNveKkfnuIwGCtQRizW,Not Needed,Other,Declined,,10/19/2023 17:38,,3/27/2022 6:09,proposal_75346114.pdf,,review_75346114.docx
2025,SSA-development,3676-7476-9924-9756,Peter,,Jones,PI,CZ5TQAGRDPFT,Tyrell Corp,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Threat Briefs,,,,75346114,OPP-475058,Adaptive modular solution Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DHA,I2O,Canceled,4/22/2025 19:28,oGNveKkfnuIwGCtQRizW,Not Needed,Other,Declined,,10/19/2023 17:38,,3/27/2022 6:09,proposal_75346114.pdf,person_Jones.pdf,review_75346114.docx
2024,SSA-solutions,7079-5719-4320-8616,Peter,,Miller,Collaborator,8JK40Q30BVHV,Cyberdyne Systems,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,Threat Briefs,analysis innovation innovation analysis strategy synergy.,Threat Briefs,,9719480,OPP-215090,Automated bi-directional pricing structure Project,EB3Q82NDH2ZA,MomCorp,Mitigation Annual Review,NGA,I2O,In Progress,2/3/2024 21:44,mKeJKpzGjrjyTUkjSHwMNBFaBuahSCMYfHKECyWsuaxDqfuTubHcXgnrlnqZskXfggxJWYJXGFzHKPqTcSUtGjaWSPhkdWIWYXZbXYvIDjRMUFywelGOiCXGWScCrnNowNEjyyvrdzOrPVhBPYvhZMgfOpClFYJUYxehKyL,Not Needed,Other Transaction Authority,Awarded,FAIN0520785,,,12/10/2024 9:15,proposal_09719480.pdf,,
2024,SSA-solutions,4018-3350-8748-8348,Peter,Peter,Taylor,PI,1317BRU1K5HM,Blue Sun Corp,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,,research synergy development analysis solutions deployment integration research optimization strategy strategy development optimization.,Threat Briefs,,9719480,OPP-215090,Automated bi-directional pricing structure Project,EB3Q82NDH2ZA,MomCorp,Mitigation Annual Review,NGA,I2O,In Progress,2/3/2024 21:44,mKeJKpzGjrjyTUkjSHwMNBFaBuahSCMYfHKECyWsuaxDqfuTubHcXgnrlnqZskXfggxJWYJXGFzHKPqTcSUtGjaWSPhkdWIWYXZbXYvIDjRMUFywelGOiCXGWScCrnNowNEjyyvrdzOrPVhBPYvhZMgfOpClFYJUYxehKyL,Not Needed,Other Transaction Authority,Awarded,FAIN0520785,,,12/10/2024 9:15,proposal_09719480.pdf,person_Taylor.pdf,
2024,SSA-solutions,1066-2440-5078-7824,Susan,,Anderson,Student,4K0AW4066EK0,Virtucon,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,"Cessation, Increased Reporting",development optimization analysis integration deployment synergy synergy optimization development.,Threat Briefs,,9719480,OPP-215090,Automated bi-directional pricing structure Project,EB3Q82NDH2ZA,MomCorp,Mitigation Annual Review,NGA,I2O,In Progress,2/3/2024 21:44,mKeJKpzGjrjyTUkjSHwMNBFaBuahSCMYfHKECyWsuaxDqfuTubHcXgnrlnqZskXfggxJWYJXGFzHKPqTcSUtGjaWSPhkdWIWYXZbXYvIDjRMUFywelGOiCXGWScCrnNowNEjyyvrdzOrPVhBPYvhZMgfOpClFYJUYxehKyL,Not Needed,Other Transaction Authority,Awarded,FAIN0520785,,,12/10/2024 9:15,proposal_09719480.pdf,,
2024,SSA-solutions,3259-2258-9144-5642,Linda,Peter,Wilson,PI,EB3Q82NDH2ZA,MomCorp,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,"Cessation, Increased Reporting",synergy development analysis innovation synergy strategy innovation.,Threat Briefs,,9719480,OPP-215090,Automated bi-directional pricing structure Project,EB3Q82NDH2ZA,MomCorp,Mitigation Annual Review,NGA,I2O,In Progress,2/3/2024 21:44,mKeJKpzGjrjyTUkjSHwMNBFaBuahSCMYfHKECyWsuaxDqfuTubHcXgnrlnqZskXfggxJWYJXGFzHKPqTcSUtGjaWSPhkdWIWYXZbXYvIDjRMUFywelGOiCXGWScCrnNowNEjyyvrdzOrPVhBPYvhZMgfOpClFYJUYxehKyL,Not Needed,Other Transaction Authority,Awarded,FAIN0520785,,,12/10/2024 9:15,proposal_09719480.pdf,,
2023,SSA-deployment,4712-9564-9492-1032,Peter,,Moore,Consultant,CZ5TQAGRDPFT,Tyrell Corp,No Mitigation Needed,No Mitigation Needed,Mitigation Measures Required,No Mitigation Needed,Prohibited Factors,"Cessation, Increased Reporting",,Threat Briefs,strategy research strategy optimization innovation deployment development integration innovation solutions deployment solutions deployment synergy development.,73539917,OPP-953279,Ameliorated didactic strategy Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,INSCOM,CDMRP,Canceled,7/2/2024 3:41,,Pending,Other,Awarded,FAIN9204755,11/15/2020 3:34,8/25/2021 7:45,3/19/2020 21:43,proposal_73539917.pdf,,review_73539917.docx
2023,SSA-deployment,8378-7883-3324-3119,Mary,,Moore,PI,2GM2D03Z4F45,Omni Consumer Products,Prohibited Factors,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Threat Briefs,optimization synergy integration research deployment.,Threat Briefs,strategy research strategy optimization innovation deployment development integration innovation solutions deployment solutions deployment synergy development.,73539917,OPP-953279,Ameliorated didactic strategy Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,INSCOM,CDMRP,Canceled,7/2/2024 3:41,,Pending,Other,Awarded,FAIN9204755,11/15/2020 3:34,8/25/2021 7:45,3/19/2020 21:43,proposal_73539917.pdf,,review_73539917.docx
2023,SSA-deployment,8603-5590-1153-5798,David,,Wilson,Consultant,P0BJREZAN0YF,Stark Industries,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,"Cessation, Increased Reporting",,Threat Briefs,strategy research strategy optimization innovation deployment development integration innovation solutions deployment solutions deployment synergy development.,73539917,OPP-953279,Ameliorated didactic strategy Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,INSCOM,CDMRP,Canceled,7/2/2024 3:41,,Pending,Other,Awarded,FAIN9204755,11/15/2020 3:34,8/25/2021 7:45,3/19/2020 21:43,proposal_73539917.pdf,person_Wilson.pdf,review_73539917.docx
2023,SSA-deployment,5291-6736-7201-8576,Linda,Susan,Moore,Co-PI,CZ5TQAGRDPFT,Tyrell Corp,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,,,Threat Briefs,strategy research strategy optimization innovation deployment development integration innovation solutions deployment solutions deployment synergy development.,73539917,OPP-953279,Ameliorated didactic strategy Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,INSCOM,CDMRP,Canceled,7/2/2024 3:41,,Pending,Other,Awarded,FAIN9204755,11/15/2020 3:34,8/25/2021 7:45,3/19/2020 21:43,proposal_73539917.pdf,,review_73539917.docx
2023,SSA-optimization,6189-1769-2614-2033,Susan,Michael,Brown,PI,8JK40Q30BVHV,Cyberdyne Systems,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Threat Briefs,integration solutions synergy innovation strategy strategy analysis analysis solutions research synergy synergy development synergy solutions.,Threat Briefs,,35399680,OPP-196049,Business-focused client-driven initiative Project,P0BJREZAN0YF,Stark Industries,Initial,DHA,CDMRP,Completed,3/27/2024 21:57,,Not Needed,FAR-based Contract,Pending,,,4/17/2023 0:13,10/20/2020 22:49,proposal_35399680.pdf,person_Brown.pdf,review_35399680.docx
2023,SSA-optimization,7728-7119-1585-5278,Patricia,,Jones,Co-PI,2GM2D03Z4F45,Omni Consumer Products,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,"Cessation, Increased Reporting",optimization integration analysis innovation integration development innovation integration development deployment.,Threat Briefs,,35399680,OPP-196049,Business-focused client-driven initiative Project,P0BJREZAN0YF,Stark Industries,Initial,DHA,CDMRP,Completed,3/27/2024 21:57,,Not Needed,FAR-based Contract,Pending,,,4/17/2023 0:13,10/20/2020 22:49,proposal_35399680.pdf,,review_35399680.docx
2025,SSA-analysis,9818-6881-1670-7498,Linda,Robert,Davis,Collaborator,P0BJREZAN0YF,Stark Industries,Prohibited Factors,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,,solutions innovation development optimization deployment deployment solutions synergy integration solutions development synergy innovation solutions.,Threat Briefs,integration innovation analysis solutions deployment research.,60774150,OPP-406507,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Initial,DARPA,CDMRP,In Progress,8/28/2022 9:09,qNxXzDjvIZeYtXATgPPkZicJMcrdQgmFi LGccj MubOVlRdbLZqLnTXqntdRljECPVSw,Not Needed,FAR-based Contract,Pending,,9/17/2022 17:49,12/17/2020 14:56,,proposal_60774150.pdf,person_Davis.pdf,
2025,SSA-analysis,9950-1762-8322-8866,Linda,,Williams,Collaborator,VWDUSH65P3UT,Wayne Enterprises,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,,solutions innovation innovation analysis optimization research solutions analysis solutions.,Threat Briefs,integration innovation analysis solutions deployment research.,60774150,OPP-406507,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Initial,DARPA,CDMRP,In Progress,8/28/2022 9:09,qNxXzDjvIZeYtXATgPPkZicJMcrdQgmFi LGccj MubOVlRdbLZqLnTXqntdRljECPVSw,Not Needed,FAR-based Contract,Pending,,9/17/2022 17:49,12/17/2020 14:56,,proposal_60774150.pdf,person_Williams.pdf,
2025,SSA-analysis,6743-4763-9778-8814,Robert,,Taylor,Collaborator,P0BJREZAN0YF,Stark Industries,Prohibited Factors,Prohibited Factors,Prohibited Factors,Prohibited Factors,No Mitigation Needed,,,Threat Briefs,integration innovation analysis solutions deployment research.,60774150,OPP-406507,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Initial,DARPA,CDMRP,In Progress,8/28/2022 9:09,qNxXzDjvIZeYtXATgPPkZicJMcrdQgmFi LGccj MubOVlRdbLZqLnTXqntdRljECPVSw,Not Needed,FAR-based Contract,Pending,,9/17/2022 17:49,12/17/2020 14:56,,proposal_60774150.pdf,person_Taylor.pdf,
2024,SSA-innovation,9524-6512-3656-5410,Robert,,Moore,PI,VWDUSH65P3UT,Wayne Enterprises,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,Mitigation Measures Required,,,,,85186302,OPP-647676,Cloned scalable matrix Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,DTRA,CDMRP,Completed,2/8/2025 4:41,kY nFEiIiCuveTmSsROpjbiYXxkqrhyXknWKSuqjIRKeHTquyAYnLGWPppkYQqtybCgdKognjkHvejYTYVnkagDRjbbhdgRrYvOBynwKOxOWozc,Pending,Grant,Declined,,,3/8/2023 9:01,12/24/2022 13:21,proposal_85186302.pdf,person_Moore.pdf,
2024,SSA-innovation,5449-1918-8071-9289,John,Peter,Moore,PI,2GM2D03Z4F45,Omni Consumer Products,No Mitigation Needed,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,,deployment strategy strategy synergy strategy innovation strategy integration synergy innovation synergy integration analysis.,,,85186302,OPP-647676,Cloned scalable matrix Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,DTRA,CDMRP,Completed,2/8/2025 4:41,kY nFEiIiCuveTmSsROpjbiYXxkqrhyXknWKSuqjIRKeHTquyAYnLGWPppkYQqtybCgdKognjkHvejYTYVnkagDRjbbhdgRrYvOBynwKOxOWozc,Pending,Grant,Declined,,,3/8/2023 9:01,12/24/2022 13:21,proposal_85186302.pdf,,
2024,SSA-innovation,9714-1709-5838-4727,Robert,,Anderson,Co-PI,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,,development integration optimization synergy analysis strategy strategy optimization.,,,85186302,OPP-647676,Cloned scalable matrix Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,DTRA,CDMRP,Completed,2/8/2025 4:41,kY nFEiIiCuveTmSsROpjbiYXxkqrhyXknWKSuqjIRKeHTquyAYnLGWPppkYQqtybCgdKognjkHvejYTYVnkagDRjbbhdgRrYvOBynwKOxOWozc,Pending,Grant,Declined,,,3/8/2023 9:01,12/24/2022 13:21,proposal_85186302.pdf,person_Anderson.pdf,
2024,SSA-innovation,8603-5590-1153-5798,David,,Wilson,Consultant,VWDUSH65P3UT,Wayne Enterprises,Prohibited Factors,Prohibited Factors,Prohibited Factors,Prohibited Factors,No Mitigation Needed,,innovation development analysis analysis synergy.,,,85186302,OPP-647676,Cloned scalable matrix Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,DTRA,CDMRP,Completed,2/8/2025 4:41,kY nFEiIiCuveTmSsROpjbiYXxkqrhyXknWKSuqjIRKeHTquyAYnLGWPppkYQqtybCgdKognjkHvejYTYVnkagDRjbbhdgRrYvOBynwKOxOWozc,Pending,Grant,Declined,,,3/8/2023 9:01,12/24/2022 13:21,proposal_85186302.pdf,,
2023,SSA-deployment,9058-1198-1274-2868,David,,Brown,Consultant,95C7CBF2RFOV,Acme Corp,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,Threat Briefs,,,,35716066,OPP-987172,Compatible demand-driven workforce Project,1317BRU1K5HM,Blue Sun Corp,Initial,DTRA,MSO,Canceled,8/25/2023 15:14,,Pending,Other,Declined,,,,8/15/2025 21:57,proposal_35716066.pdf,person_Brown.pdf,review_35716066.docx
2024,SSA-innovation,6637-3966-2365-1403,John,,Jones,Consultant,VWDUSH65P3UT,Wayne Enterprises,No Mitigation Needed,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Mitigation Measures Required,Threat Briefs,innovation strategy solutions synergy solutions analysis optimization optimization deployment deployment research deployment deployment integration analysis.,Threat Briefs,,63258221,OPP-908242,Assimilated tangible parallelism Project,VWDUSH65P3UT,Wayne Enterprises,Mitigation Annual Review,DHA,DSO,In Progress,2/5/2021 4:15,,Complete,FAR-based Contract,Awarded,FAIN4430250,12/3/2024 20:40,,7/18/2025 6:25,proposal_63258221.pdf,person_Jones.pdf,
2024,SSA-innovation,9424-6238-3468-6323,Robert,Linda,Miller,Consultant,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,,development integration analysis strategy deployment.,Threat Briefs,,63258221,OPP-908242,Assimilated tangible parallelism Project,VWDUSH65P3UT,Wayne Enterprises,Mitigation Annual Review,DHA,DSO,In Progress,2/5/2021 4:15,,Complete,FAR-based Contract,Awarded,FAIN4430250,12/3/2024 20:40,,7/18/2025 6:25,proposal_63258221.pdf,person_Miller.pdf,
2024,SSA-innovation,1320-9747-9272-5744,Michael,,Wilson,Collaborator,1317BRU1K5HM,Blue Sun Corp,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,,research analysis integration development deployment deployment strategy analysis.,Threat Briefs,,63258221,OPP-908242,Assimilated tangible parallelism Project,VWDUSH65P3UT,Wayne Enterprises,Mitigation Annual Review,DHA,DSO,In Progress,2/5/2021 4:15,,Complete,FAR-based Contract,Awarded,FAIN4430250,12/3/2024 20:40,,7/18/2025 6:25,proposal_63258221.pdf,person_Wilson.pdf,
2024,SSA-innovation,1250-3427-8548-5434,Jane,,Miller,Co-PI,VWDUSH65P3UT,Wayne Enterprises,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Prohibited Factors,"Cessation, Increased Reporting",synergy optimization development strategy solutions research integration development.,Threat Briefs,,63258221,OPP-908242,Assimilated tangible parallelism Project,VWDUSH65P3UT,Wayne Enterprises,Mitigation Annual Review,DHA,DSO,In Progress,2/5/2021 4:15,,Complete,FAR-based Contract,Awarded,FAIN4430250,12/3/2024 20:40,,7/18/2025 6:25,proposal_63258221.pdf,,
2024,SSA-innovation,7274-7939-3479-9584,John,,Smith,Student,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,"Cessation, Increased Reporting",analysis solutions analysis integration innovation optimization development analysis.,Threat Briefs,,63258221,OPP-908242,Assimilated tangible parallelism Project,VWDUSH65P3UT,Wayne Enterprises,Mitigation Annual Review,DHA,DSO,In Progress,2/5/2021 4:15,,Complete,FAR-based Contract,Awarded,FAIN4430250,12/3/2024 20:40,,7/18/2025 6:25,proposal_63258221.pdf,person_Smith.pdf,
